variable,psi,mean_ref,mean_ago,diff_mean,pct_change,drift_level
Visa_mpagospesos,0.1560932235813736,-28268.326180399737,-43145.47377081755,-14877.147590417815,52.628328594613095,Moderado
ctransferencias_recibidas,0.14685769865878137,2.2766954468304923,3.425270898302411,1.1485754514719186,50.4492356705378,Moderado
mtarjeta_visa_consumo,0.13954206153929652,24378.27378116094,38759.57763435707,14381.303853196128,58.992297741400066,Moderado
Visa_msaldopesos,0.13410196034761074,31511.1309558698,49783.10429880224,18271.973342932437,57.985774514160326,Moderado
mtransferencias_emitidas,0.1309723888244072,38533.07043639812,78496.4691719552,39963.398735557086,103.71194997689021,Moderado
mpasivos_margen,0.1271204569387035,1558.7249397074897,2165.853873694046,607.1289339865561,38.95035734146205,Moderado
Master_mpagospesos,0.1254794621654042,-13150.529529647712,-19757.814750913054,-6607.2852212653415,50.243491764869965,Moderado
Visa_msaldototal,0.12190165263935748,27829.799404151236,43143.32043960245,15313.521035451216,55.0256249176089,Moderado
chomebanking_transacciones,0.11988320460508771,40.00427507546447,51.48905485918142,11.484779783716952,28.70888114345766,Moderado
ctransferencias_emitidas,0.10521476761725984,2.105322134019278,3.34482047299511,1.239498338975832,58.874521810564985,Moderado
Visa_mfinanciacion_limite,0.1020077450677952,330475.76993110834,779893.3110331296,449417.54110202123,135.9910716588111,Moderado
Visa_mpagado,0.09007306240798069,5027.406278531566,12683.37731753313,7655.971039001563,152.28470934793364,Bajo
Master_mconsumospesos,0.08739472884360325,9315.170340953484,13033.108030401458,3717.9376894479738,39.91271821517128,Bajo
Master_mconsumototal,0.08739472884360325,9315.170340953484,13033.108030401458,3717.9376894479738,39.91271821517128,Bajo
ccomisiones_otras,0.0782677858420224,8.253845261815153,8.150920386841563,-0.10292487497359026,-1.2469930282041104,Bajo
matm,0.07739464699551116,13571.629102813973,21967.009750276055,8395.380647462081,61.85978546762204,Bajo
Visa_mlimitecompra,0.07733402714140597,334128.2036162681,394868.48722387874,60740.28360761062,18.17873587150644,Bajo
mextraccion_autoservicio,0.07731312404636159,16651.61928797207,26234.001576913277,9582.382288941208,57.546248945667585,Bajo
mforex_sell,0.07712421712921808,105.2356223205281,15.969041996820813,-89.26658032370727,-84.82544062106452,Bajo
Visa_Fvencimiento,0.07435160212647386,-11386.957556003386,-9439.569157747197,1947.3883982561892,-17.101920233552594,Bajo
cforex,0.06756474072572978,0.22361664575800064,0.09038841902173253,-0.1332282267362681,-59.57885035108188,Bajo
mcaja_ahorro,0.05854705571385096,60256.155865243214,95565.10520834597,35308.94934310275,58.59807821472654,Bajo
mcuentas_saldo,0.0579535562758864,182166.79937868318,238273.62877661965,56106.82939793647,30.799700927556604,Bajo
ccajas_transacciones,0.056926801100672594,0.17566486043904683,0.09511472982975573,-0.0805501306092911,-45.854435775014224,Bajo
Visa_mconsumospesos,0.05263910738946892,18207.53775156234,25212.731924768465,7005.194173206124,38.4741433399199,Bajo
Visa_mconsumototal,0.05263910738946892,18207.53775156234,25212.731924768465,7005.194173206124,38.4741433399199,Bajo
mttarjeta_visa_debitos_automaticos,0.05226493757262912,5246.82959518231,8015.6828074528885,2768.8532122705783,52.77192944884214,Bajo
Master_mlimitecompra,0.05016292612003788,330184.0267948273,396906.250235636,66722.22344080871,20.207586686883904,Bajo
Master_mfinanciacion_limite,0.049798311119494516,415215.61607692746,373647.31945011526,-41568.296626812196,-10.011255602465296,Bajo
cforex_sell,0.04661407384751289,0.1797778498160389,0.08626275618546068,-0.09351509363057821,-52.017027529403265,Bajo
Master_fechaalta,0.046363845404378316,2508.257441368324,2591.9879855988997,83.73054423057556,3.338195786828732,Bajo
active_quarter,0.04608517612617998,0.9526449462524291,0.9871133707878803,0.03446842453545118,3.618181639554705,Bajo
ctarjeta_debito_transacciones,0.04460183274786149,7.022946821707061,9.227900401645412,2.2049535799383513,31.396415720009614,Bajo
ctrx_quarter,0.04417277309129822,111.20821495338598,128.72095958063852,17.512744627252545,15.747707698206636,Bajo
ccajas_extracciones,0.04077593563254544,0.17276070822395817,0.0744014755311791,-0.09835923269277907,-56.9337980284679,Bajo
Master_msaldopesos,0.03917600061744086,8401.382765074855,13634.639376896213,5233.256611821358,62.29042001962317,Bajo
mtarjeta_master_consumo,0.03826643887929794,5325.710958875377,8924.943175425611,3599.2322165502337,67.58219220575724,Bajo
Master_mpagominimo,0.03748652804683031,1435.3883939232478,2277.4534222839497,842.065028360702,58.66461174728771,Bajo
Master_msaldototal,0.03436394411428062,8837.18834035236,13950.532899367594,5113.344559015233,57.86166778483926,Bajo
mcuenta_debitos_automaticos,0.03432933492667453,3604.895643552049,5865.156232966472,2260.260589414423,62.69975091948285,Bajo
ccallcenter_transacciones,0.031826948455871196,0.578172275108848,0.2543895839147687,-0.3237826911940794,-56.00107530806857,Bajo
tcallcenter,0.031826948455871196,0.12554731508129782,0.07280581475773865,-0.052741500323559176,-42.00926183838066,Bajo
mpagomiscuentas,0.028213524345921996,11975.711393472542,25424.62365642936,13448.91226295682,112.3015729177246,Bajo
mcuenta_corriente,0.02157943993371057,3181.394541586283,4244.556806797636,1063.1622652113533,33.41812061704385,Bajo
matm_other,0.021348426931167376,3079.990185147116,4266.991826637221,1187.0016414901047,38.53913714447137,Bajo
cpayroll_trx,0.021250991153699997,0.914711969947746,0.9503160985790732,0.035604128631327225,3.8923868716139305,Bajo
Visa_fechaalta,0.01664945507863951,3156.7346216814135,3283.037748470948,126.30312678953442,4.001068886882227,Bajo
cprestamos_personales,0.016504661941373636,0.7367243148458557,0.5881921102765407,-0.14853220456931493,-20.161164980742114,Bajo
mprestamos_personales,0.015250882053701275,28911.454833710213,34940.39337109124,6028.9385373810255,20.85311366051146,Bajo
cliente_antiguedad,0.0148389773962126,132.212535931279,136.26560167938746,4.053065748108452,3.0655684194841712,Bajo
ctarjeta_visa_transacciones,0.011919680890340591,12.013519912429587,13.004447221851452,0.9909273094218651,8.248434402615164,Bajo
Visa_cconsumos,0.01104827197533851,8.807112742085812,8.072056361122497,-0.7350563809633144,-8.346167495401325,Bajo
Master_cconsumos,0.010055139619488644,3.3664233456321724,3.2962481775006136,-0.07017516813155877,-2.0845615933185835,Bajo
cseguro_vida,0.009966517314557161,0.18674381788727593,0.11572484255742559,-0.07101897532985034,-38.03016139078804,Bajo
mcaja_ahorro_dolares,0.009398551092341011,112097.76596219397,119144.91421424324,7047.148252049272,6.286609007378425,Bajo
cseguro_accidentes_personales,0.007908568312658092,0.16507962863397888,0.13339238693863684,-0.03168724169534204,-19.1951253813396,Bajo
ctarjeta_master_transacciones,0.007162219715906063,2.125310555186579,2.514251738238827,0.388941183052248,18.30044000407758,Bajo
ctarjeta_visa_debitos_automaticos,0.007087772010709899,2.3415854479198512,2.6406244312045724,0.2990389832847211,12.7707909848164,Bajo
cproductos,0.00660683526390603,7.646805190971673,7.534267270145976,-0.11253792082569714,-1.4716985461924268,Bajo
mplazo_fijo_dolares,0.004374185330230279,73754.59714312069,125041.3090867724,51286.71194365171,69.53696980288554,Bajo
cextraccion_autoservicio,0.004221414788391971,2.7096363912696657,2.573194112436447,-0.1364422788332189,-5.035446057368811,Bajo
Visa_msaldodolares,0.0037976240226425106,1135.2439707349151,825.7543888888889,-309.4895818460262,-27.261944553264094,Bajo
cpagomiscuentas,0.0034890865166259085,2.224881049017644,2.383735180983121,0.15885413196547704,7.139893255669385,Bajo
catm_trx_other,0.0030373773997704806,0.80882385239536,0.7005557510526508,-0.10826810134270926,-13.385869002511424,Bajo
Visa_mpagosdolares,0.002824439010382251,18.77151475815615,8.673794718229127,-10.097720039927024,-53.792782149025044,Bajo
cplazo_fijo,0.002414728720594412,0.21090474784851584,0.2582543592481586,0.04734961139964275,22.450709091505146,Bajo
ccomisiones_mantenimiento,0.0016911200768767883,0.3411053392650692,0.3147092014415551,-0.026396137823514076,-7.738412386152047,Bajo
ccuenta_debitos_automaticos,0.0015316616577890005,1.0658594428104058,1.1132373105532027,0.04737786774279695,4.445038983552402,Bajo
ctarjeta_visa,0.0012558984223073244,0.9662109807394288,0.9509774180631226,-0.015233562676306156,-1.5766290158126859,Bajo
ctarjeta_master,0.0012043244665516683,0.8908424874635855,0.897198189562073,0.006355702098487459,0.7134484701760767,Bajo
catm_trx,0.001068264539492673,1.9008125388743056,1.8726383613837958,-0.028174177490509766,-1.4822175735012253,Bajo
cdescubierto_preacordado,0.0010393408771977666,0.9627505086604046,0.956407518413804,-0.006342990246600566,-0.658840498087751,Bajo
ctarjeta_master_debitos_automaticos,0.0005393460011794897,0.37644032596434635,0.3630158595333147,-0.013424466431031623,-3.566160558553732,Bajo
mcajeros_propios_descuentos,0.0004693097061076006,17.13255804351111,25.618980839936416,8.486422796425305,49.53389199016608,Bajo
cliente_edad,0.0004159487866325297,46.727974740925816,46.85787698244167,0.1299022415158504,0.27799672944540854,Bajo
cseguro_vivienda,0.0003735266077164335,0.13805276187664942,0.1314387642426375,-0.006613997634011909,-4.790920184502746,Bajo
Master_msaldodolares,0.0003591329105069377,435.9752505717859,315.9689922600828,-120.0062583117031,-27.525933674976663,Bajo
mprestamos_prendarios,0.0002468636730779058,4823.538542503452,5964.625200094647,1141.086657591195,23.656629827590486,Bajo
ctarjeta_debito,0.00021837175656354413,1.4708346071806333,1.4678805013893776,-0.0029541057912556568,-0.20084554557213127,Bajo
mcaja_ahorro_adicional,0.00012639553979098625,835.5972067230147,1227.1852793923142,391.58807266929955,46.86325774172961,Bajo
thomebanking,0.00012582399008252674,0.7329328620976839,0.7378808654184514,0.004948003320767502,0.6750963937687435,Bajo
mpayroll2,9.820529431081847e-05,117.07377998812247,68.94614608486732,-48.127633903255145,-41.10880669278626,Bajo
mttarjeta_master_debitos_automaticos,6.679372282269614e-05,889.8521184651632,1245.2877842156995,355.43566575053626,39.943228585396824,Bajo
mcuenta_corriente_adicional,5.452513191027706e-06,200.37489273986105,274.0157774447586,73.64088470489756,36.751552900643425,Bajo
cliente_vip,0.0,0.004255308868437051,0.0025785392726699104,-0.0016767695957671403,-39.40418069776936,Bajo
ccuenta_corriente,0.0,1.0027741319389538,1.002445061945614,-0.00032906999333981446,-0.032815963521469,Bajo
tcuentas,0.0,1.0058954970815719,1.004283408768247,-0.001612088313324822,-0.16026399541523068,Bajo
ccaja_ahorro,0.0,2.10900838455078,2.1372874980281757,0.028279113477395867,1.340872501245145,Bajo
cinversion1,0.0,0.056052575631389004,0.07124655689167708,0.015193981260288078,27.106660290164378,Bajo
cprestamos_prendarios,0.0,0.02061150820006255,0.04742085401220711,0.026809345812144558,130.0697918460096,Bajo
mplazo_fijo_pesos,0.0,4661.635554582599,6474.356545303418,1812.720990720819,38.88594398888244,Bajo
cprestamos_hipotecarios,0.0,0.020833772591022977,0.06314690999987865,0.04231313740885567,203.09877735292116,Bajo
mprestamos_hipotecarios,0.0,22025.98109889096,28661.54215832838,6635.561059437419,30.12606353217805,Bajo
minversion1_pesos,0.0,16578.631306033905,29356.715987671552,12778.084681637647,77.0756309478152,Bajo
cseguro_auto,0.0,0.025942559150440487,0.03674873499896859,0.0108061758485281,41.65423999175739,Bajo
cinversion2,0.0,0.10310146676927727,0.10027180837509556,-0.002829658394181714,-2.7445374763813843,Bajo
minversion2,0.0,39084.698165225025,43620.12371036633,4535.425545141305,11.604095101280905,Bajo
mtarjeta_visa_descuentos,0.0,44.98165838616492,41.05043213956965,-3.9312262465952728,-8.739620520092709,Bajo
minversion1_dolares,0.0,5884.713803415931,4955.169714843892,-929.5440885720391,-15.79590987130864,Bajo
ccaja_seguridad,0.0,0.07397648565735791,0.07036075281212459,-0.0036157328452333243,-4.887678582057234,Bajo
cpayroll2_trx,0.0,0.0022305505480178936,0.0008190654160245599,-0.0014114851319933339,-63.27967475328476,Bajo
mcheques_emitidos,0.0,5683.876687933328,9119.28585619638,3435.4091682630524,60.441303653830246,Bajo
ccheques_emitidos,0.0,0.150972867931026,0.12195580687044205,-0.029017061060583937,-19.220050237000716,Bajo
mcheques_depositados,0.0,6541.3530273354445,9197.876528376068,2656.523501040623,40.61122354869649,Bajo
ccheques_depositados,0.0,0.13020827842612212,0.10261979590103262,-0.027588482525089497,-21.1879635139656,Bajo
mforex_buy,0.0,30.86028576787516,1.117944267148803,-29.742341500726354,-96.37740144223629,Bajo
cforex_buy,0.0,0.04383879594196176,0.004125662836271857,-0.0397131331056899,-90.58901425638189,Bajo
ctarjeta_visa_descuentos,0.0,0.09742010781140735,0.06764266906116902,-0.029777438750238333,-30.566008824259956,Bajo
mtarjeta_master_descuentos,0.0,14.06019419750909,24.924252567922654,10.864058370413565,77.26819571480917,Bajo
ctarjeta_master_descuentos,0.0,0.05607212259857821,0.07902464476829549,0.022952522169717278,40.93392778089566,Bajo
ccajeros_propios_descuentos,0.0,0.06785564938099807,0.058918105592700006,-0.008937543788298065,-13.17140705280891,Bajo
cpagodeservicios,0.0,0.11399725376092434,0.02065258278627853,-0.09334467097464581,-81.88326288141006,Bajo
mpagodeservicios,0.0,412.95743365232227,226.43106605914255,-186.5263675931797,-45.16842473169287,Bajo
ccheques_emitidos_rechazados,0.0,0.005503020335874,0.002530002062831418,-0.0029730182730425816,-54.025209640996195,Bajo
mcheques_depositados_rechazados,0.0,223.50551300685945,211.89840652340098,-11.607106483458466,-5.193208134916224,Bajo
mcheques_emitidos_rechazados,0.0,252.21745590511682,236.2061011272767,-16.011354777840126,-6.348234193537949,Bajo
ccajas_otras,0.0,0.05532955747423315,0.0247843127737802,-0.03054524470045295,-55.20601662985973,Bajo
Master_madelantopesos,0.0,57.5094317606754,34.53240035800384,-22.977031402671557,-39.9535010157814,Bajo
Master_mconsumosdolares,0.0,20.502714808882637,10.754675847732882,-9.748038961149755,-47.54511318143339,Bajo
Master_status,0.0,0.03278181529394822,0.028734779735979828,-0.004047035557968391,-12.345367459609554,Bajo
Master_delinquency,0.0,0.005101671548985854,0.0043216785102682,-0.0007799930387176537,-15.288970119464203,Bajo
ccheques_depositados_rechazados,0.0,0.004546756345516585,0.002014294208297436,-0.002532462137219149,-55.698215272000034,Bajo
ccajas_consultas,0.0,0.1364538638863412,0.06611981410248632,-0.07033404978385488,-51.54419800265927,Bajo
ccajas_depositos,0.0,0.09899770180376778,0.04738445110482824,-0.051613250698939545,-52.13580695160661,Bajo
Master_madelantodolares,0.0,0.04493118236439912,0.022345646933148555,-0.022585535431250567,-50.26695101873402,Bajo
Visa_delinquency,0.0,0.014341312185727428,0.026650101936799186,0.012308789751071757,85.82750024311966,Bajo
Master_cadelantosefectivo,0.0,0.027196276831020546,0.01460886636929251,-0.012587410461728036,-46.28357969709522,Bajo
Visa_status,0.0,0.03660129071580537,0.040838430173292556,0.004237139457487188,11.576475513901709,Bajo
Master_mpagosdolares,0.0,13.973438574030675,6.700406651942315,-7.27303192208836,-52.04897766255707,Bajo
Master_mpagado,0.0,1115.5927502068162,1898.9318641873763,783.3391139805601,70.2173005189698,Bajo
Visa_madelantopesos,0.0,50.64706130389179,29.051538536361683,-21.595522767530106,-42.6392414713915,Bajo
Visa_madelantodolares,0.0,0.09609127135838341,0.027910844930486556,-0.06818042642789686,-70.95381866018833,Bajo
Visa_cadelantosefectivo,0.0,0.017775631520748143,0.008344392026624238,-0.009431239494123904,-53.057127580055514,Bajo
