foto_mes,variable,mean,std,min,max,median
201909,mcuentas_saldo,169146.58094410013,897591.540087815,-1259038.82,89828350.56,19974.43
201909,mcaja_ahorro_dolares,117452.41861614719,760306.541657575,-12127.2,89294227.97,14.18
201909,mplazo_fijo_dolares,48857.49783757112,369220.9490490502,0.0,49869235.33,0.0
201909,Master_mlimitecompra,321965.48561605415,441005.1605762474,985.32,22110580.8,140760.0
201909,Visa_mlimitecompra,321360.7682885319,397714.8977072261,674.47,16105759.2,197064.0
201909,minversion1_pesos,10448.340285667293,261993.17449276944,0.0,45931807.86,0.0
201910,Master_mfinanciacion_limite,294745.4177764115,488914.7016584675,0.0,43895799.09,126684.0
201910,Visa_mfinanciacion_limite,294011.93668220553,489941.54715649004,0.0,48883959.67,177357.6
201910,mtransferencias_recibidas,71930.39142710094,4614925.136622193,0.0,1691259025.14,3636.3
201910,minversion2,37961.48534593045,1191998.3200498656,0.0,211272163.97,0.0
201910,mcuentas_saldo,152949.20900242627,774900.3189106168,-2098749.81,92731414.72,19573.46
201910,mcaja_ahorro_dolares,114519.43249783103,712029.0046643529,-18440.33,92659018.36,35.02
201910,mplazo_fijo_dolares,44574.07991934416,374044.4805637974,0.0,49038705.88,0.0
201910,Master_mlimitecompra,307054.1003483898,389256.80948205333,985.32,13451408.46,140760.0
201910,Visa_mlimitecompra,323974.798972374,405162.5506769628,674.47,16814260.58,197064.0
201910,minversion1_pesos,9964.092878023675,234479.18442442807,0.0,42992584.73,0.0
201911,Master_mfinanciacion_limite,291893.9460951361,414046.46323415294,0.0,41987006.38,126684.0
201911,Visa_mfinanciacion_limite,290983.1355177796,380700.49674067774,0.0,41987006.38,177357.6
201911,mtransferencias_recibidas,65239.71335560451,1799706.9504379153,0.0,653938318.11,9429.165
201911,minversion2,29155.174908910405,983768.3916437413,0.0,211941544.51,0.0
201911,mcuentas_saldo,154635.5604706658,802693.1798381131,-2637716.31,93018465.26,20892.489999999998
201911,mcaja_ahorro_dolares,100607.15204346503,659873.8923404812,-21065.89,92871713.98,21.77
201911,mplazo_fijo_dolares,45595.57606503087,379535.81814875314,0.0,53894767.08,0.0
201911,Master_mlimitecompra,324435.47727853054,440564.6608542351,985.32,16848972.0,140760.0
201911,Visa_mlimitecompra,323405.1267177132,403213.3848720388,674.47,16848972.0,197064.0
201911,minversion1_pesos,10339.0718764312,237838.43792224207,0.0,47063620.29,0.0
201912,Master_mfinanciacion_limite,290984.7146988577,397694.57989589183,0.0,21335303.84,152020.8
201912,Visa_mfinanciacion_limite,290410.2522705052,369504.7168786759,0.0,29868597.45,177357.6
201912,mtransferencias_recibidas,76868.21967881125,481480.7093603457,0.0,117446771.5,14576.28
201912,minversion2,32008.56614552079,1047299.4035632192,0.0,212729317.47,0.0
201912,mcuentas_saldo,171690.86904522075,955061.0486995862,-1520582.57,101866250.56,30151.54
201912,mcaja_ahorro_dolares,97431.99128939849,655867.9046460453,-101400.98,92921644.3,40.75
201912,mplazo_fijo_dolares,50320.712072296046,401940.9599807045,0.0,51612000.0,0.0
201912,Master_mlimitecompra,323304.2221073881,436951.221126616,985.32,16860232.8,168912.0
201912,Visa_mlimitecompra,322535.1555860052,400326.7432157529,674.47,16860232.8,197064.0
201912,minversion1_pesos,9739.086024432063,234938.24173223184,0.0,48334963.78,0.0
202001,Master_mfinanciacion_limite,290235.6754722552,496242.28198573494,0.0,101654849.56,152020.8
202001,Visa_mfinanciacion_limite,290217.367195275,481260.07768209267,0.0,101654849.56,177357.6
202001,mtransferencias_recibidas,66942.6128773769,403936.0688002636,0.0,77182845.62,11730.0
202001,minversion2,32136.34185321753,1074446.9923749943,0.0,227743109.32,0.0
202001,mcuentas_saldo,167228.81591528188,898361.0546152819,-9859190.8,103148641.63,27206.184999999998
202001,mcaja_ahorro_dolares,101021.80457118162,735387.1150962771,-12384.48,93599208.23,10.61
202001,mplazo_fijo_dolares,55296.07237732114,418765.53496511537,0.0,46920000.0,0.0
202001,Master_mlimitecompra,321384.63992818736,433481.63304614264,985.32,16961580.0,168912.0
202001,Visa_mlimitecompra,321333.3435933953,402920.18597915344,674.47,22050054.0,197064.0
202001,minversion1_pesos,12052.847939552777,297599.50407763233,0.0,58094764.47,0.0
202002,Master_mfinanciacion_limite,291030.29958532174,392630.8329986017,0.0,15744034.15,177357.6
202002,Visa_mfinanciacion_limite,290883.69548577466,363646.50076418644,0.0,20467244.39,177357.6
202002,mtransferencias_recibidas,61364.676391585985,388430.4838736598,0.0,91365718.3,10087.8
202002,minversion2,29468.04894988409,1025697.9916812151,0.0,226741540.42,0.0
202002,mcuentas_saldo,166402.7247761489,871390.6417779397,-1787981.6,96735515.28,23857.785000000003
202002,mcaja_ahorro_dolares,99701.53169514523,728649.6466566734,-12769.74,96511727.34,4.37
202002,mplazo_fijo_dolares,56540.876743351975,428307.206178676,0.0,47720210.95,0.0
202002,Master_mlimitecompra,323781.60587784444,436401.4195869213,985.32,17493371.28,197064.0
202002,Visa_mlimitecompra,323535.27426738356,403091.6531348435,674.47,20992045.53,197064.0
202002,minversion1_pesos,11996.787014523386,287192.2828136175,0.0,54946604.74,0.0
202003,Master_mfinanciacion_limite,296211.54866660637,558142.8148854453,0.0,142312398.26,177357.6
202003,Visa_mfinanciacion_limite,297038.45261796453,566077.8450379781,0.0,142312398.26,177357.6
202003,mtransferencias_recibidas,71015.37880831731,1857942.1401965742,0.0,689658526.61,11730.0
202003,minversion2,24433.44686568368,920999.508026072,0.0,226621540.16,0.0
202003,mcuentas_saldo,175993.61547292303,898612.2958020006,-2462317.36,100557574.47,27260.39
202003,mcaja_ahorro_dolares,99251.53698813157,732541.7656436671,-19738.35,100021375.31,3.77
202003,mplazo_fijo_dolares,59618.20591036169,449207.31018270546,0.0,36404778.08,0.0
202003,Master_mlimitecompra,328143.996591409,444034.0139728939,985.32,18081748.08,197064.0
202003,Visa_mlimitecompra,327559.7087449953,417104.81309666636,674.47,37610036.0,197064.0
202003,minversion1_pesos,11947.517426376697,283058.3097088657,0.0,55186673.73,0.0
202004,Master_mfinanciacion_limite,301348.0778850169,435319.994639122,0.0,36552499.8,177357.6
202004,Visa_mfinanciacion_limite,300001.37390957517,398623.057789638,0.0,36552499.8,177357.6
202004,mtransferencias_recibidas,72523.46613036492,928440.533094979,0.0,240973898.24,16539.3
202004,minversion2,31400.60194034148,1132812.6504441677,0.0,270057533.71,0.0
202004,mcuentas_saldo,177486.0508953465,927515.9863182744,-3350562.78,104178502.29,29915.705
202004,mcaja_ahorro_dolares,101420.9982927352,746292.7826838761,-32076.31,103691932.09,8.62
202004,mplazo_fijo_dolares,61119.81888992299,448461.9911045395,0.0,45077696.04,0.0
202004,Master_mlimitecompra,334187.97986226063,457898.8111385623,985.32,18815389.2,197064.0
202004,Visa_mlimitecompra,332660.01777452376,416380.0043236083,674.47,18815389.2,197064.0
202004,minversion1_pesos,13705.474896685639,336211.1472911205,0.0,69703528.34,0.0
202005,Master_mfinanciacion_limite,305198.4620670645,438143.6026473283,0.0,33283862.33,177357.6
202005,Visa_mfinanciacion_limite,303765.5863057995,414938.0244854716,0.0,41604827.91,177357.6
202005,mtransferencias_recibidas,79573.42519065997,714572.5196320921,0.0,168700149.29,29325.0
202005,minversion2,34242.052801408565,1196130.033414783,0.0,277439765.11,0.0
202005,mcuentas_saldo,177161.38705919412,882253.0969639507,-3350562.02,106801388.22,32764.010000000002
202005,mcaja_ahorro_dolares,98203.06973141812,748447.4139074158,-24332.91,106330301.82,50.65
202005,mplazo_fijo_dolares,62137.61976649955,419285.94403793133,0.0,23753250.0,0.0
202005,Master_mlimitecompra,338495.9989281144,464906.4697735311,985.32,19270044.0,197064.0
202005,Visa_mlimitecompra,336629.528766591,421952.1397030788,674.47,19270044.0,197064.0
202005,minversion1_pesos,14035.68337809698,344178.9284507689,0.0,75769509.37,0.0
202006,Master_mfinanciacion_limite,308396.20372967294,668018.4660359956,0.0,162307977.85,177357.6
202006,Visa_mfinanciacion_limite,305754.07694317657,521859.4761439745,0.0,70692601.56,177357.6
202006,mtransferencias_recibidas,90223.40074290342,853964.5764119222,0.0,259561798.41,32492.1
202006,minversion2,32818.85826782146,1134851.8072297557,0.0,258636167.06,0.0
202006,mcuentas_saldo,0.0,0.0,0.0,0.0,0.0
202006,mcaja_ahorro_dolares,97788.5612621651,718396.6618014735,-13002.34,109309987.31,149.58
202006,mplazo_fijo_dolares,74853.51375194316,522195.3685185099,0.0,53992729.05,0.0
202006,Master_mlimitecompra,341028.6670213321,468682.7215383699,985.32,6954388.56,197064.0
202006,Visa_mlimitecompra,339012.61688389553,424303.87638353754,674.47,9875721.6,197064.0
202006,minversion1_pesos,14819.799893730977,349357.2452614492,0.0,77490398.16,0.0
202007,Master_mfinanciacion_limite,312952.5993987592,499011.0967841908,0.0,47608632.0,177357.6
202007,Visa_mfinanciacion_limite,311271.22905343,480054.1227167185,0.0,47608632.0,177357.6
202007,mtransferencias_recibidas,93324.50959221598,817467.5882415955,0.0,170121642.38,30198.36
202007,minversion2,42841.55447801063,1427034.5260235812,0.0,293944411.96,0.0
202007,mcuentas_saldo,189226.0945178857,893651.3962137976,-2580774.22,112793917.47,41074.235
202007,mcaja_ahorro_dolares,101441.87250270996,734481.1430003287,-56291.05,112196749.9,710.83
202007,mplazo_fijo_dolares,77903.97467706344,508017.9884962457,0.0,35140791.31,0.0
202007,Master_mlimitecompra,345666.35916276823,475578.3378407317,985.32,7119922.32,197064.0
202007,Visa_mlimitecompra,343531.9307557482,429937.192596141,674.47,10112198.4,197064.0
202007,minversion1_pesos,17516.867575685235,409167.80441297806,0.0,88449236.96,0.0
202008,Master_mfinanciacion_limite,315580.3740449047,506909.19785290427,0.0,78887785.75,177357.6
202008,Visa_mfinanciacion_limite,313721.6286305741,467151.2644548972,0.0,78887785.75,177357.6
202008,mtransferencias_recibidas,91150.22679351406,876317.2631967446,0.0,176866147.92,28622.83
202008,minversion2,44218.38621017378,1581657.53779582,0.0,383821325.62,0.0
202008,mcuentas_saldo,185552.72968790945,940458.7281697886,-2610221.71,115413097.53,37695.89
202008,mcaja_ahorro_dolares,103838.39058762247,746122.3399220664,-15467.28,115083511.62,1683.59
202008,mplazo_fijo_dolares,81474.38218233298,531272.1022888084,0.0,66861000.0,0.0
202008,Master_mlimitecompra,349254.4580495103,482053.4366624833,985.32,7285456.08,197064.0
202008,Visa_mlimitecompra,347124.5358921886,435108.71995147143,674.47,10350082.8,197064.0
202008,minversion1_pesos,17518.247254267837,423796.51779038046,0.0,91024554.38,0.0
202009,Master_mfinanciacion_limite,323313.0827906437,650845.1444360872,0.0,83012660.15,177357.6
202009,Visa_mfinanciacion_limite,322630.7084311018,904492.5323980913,0.0,268779900.37,177357.6
202009,mtransferencias_recibidas,96266.59661195781,867471.9695937961,0.0,194660891.29,30744.03
202009,minversion2,40455.16819365673,1235524.7526992825,0.0,289431991.6,0.0
202009,mcuentas_saldo,174080.4936572352,880856.3909887519,-2610221.81,119401122.67,32847.46
202009,mcaja_ahorro_dolares,102636.75472843066,745342.3587026324,-12509.45,118187501.78,1191.07
202009,mplazo_fijo_dolares,83857.02601267387,550719.2889424067,0.0,68424373.27,0.0
202009,Master_mlimitecompra,354072.3945111079,492215.8256754583,985.32,7513065.0,197064.0
202009,Visa_mlimitecompra,351817.1281282497,443524.18562331476,674.47,10666792.8,197064.0
202009,minversion1_pesos,17307.08004296442,424560.82307230885,0.0,91359676.3,0.0
202010,Master_mfinanciacion_limite,324588.13149357657,489784.84582455637,0.0,34578328.12,177357.6
202010,Visa_mfinanciacion_limite,322639.6389088064,486736.08217497385,0.0,79343927.93,177357.6
202010,mtransferencias_recibidas,104567.174142578,1147610.5966638962,0.0,241009837.64,32574.21
202010,minversion2,39687.5935466077,1175306.4884996042,0.0,258249255.89,0.0
202010,mcuentas_saldo,162756.03427269126,876393.2191474774,-2610221.81,122463592.41,28748.34
202010,mcaja_ahorro_dolares,85790.58740395428,690878.323867988,-9662.0,121529449.46,48.69
202010,mplazo_fijo_dolares,82693.93658180926,555738.9788064007,0.0,70113346.97,0.0
202010,Master_mlimitecompra,359547.85321936425,502275.03870154015,985.32,7715055.6,197064.0
202010,Visa_mlimitecompra,356901.62219356623,451507.8281401238,674.47,10990540.8,197064.0
202010,minversion1_pesos,16579.150668409053,428308.129028128,0.0,94304739.97,0.0
202011,Master_mfinanciacion_limite,331391.66405793885,750854.202566228,738.99,165182649.8,177357.6
202011,Visa_mfinanciacion_limite,327883.77817209426,573863.5043301269,336.65,94522177.42,177357.6
202011,mtransferencias_recibidas,95009.78411288612,953848.6669317061,0.0,241503011.23,25806.0
202011,minversion2,40854.41324773791,1176899.4715261057,0.0,269175351.62,0.0
202011,mcuentas_saldo,167037.10922053046,950006.2988316898,-2610221.81,126502872.55,27441.184999999998
202011,mcaja_ahorro_dolares,84533.89456611546,737871.5824190134,-9536.1,126135990.0,21.93
202011,mplazo_fijo_dolares,82418.69749872075,563356.9304187368,0.0,70958832.66,0.0
202011,Master_mlimitecompra,364676.7215456598,513417.04376459966,985.32,7970253.48,197064.0
202011,Visa_mlimitecompra,360764.2343047075,458869.9761942689,674.47,11300212.8,197064.0
202011,minversion1_pesos,17456.674728985956,500506.8854225349,0.0,101853866.87,0.0
202012,Master_mfinanciacion_limite,336472.68717503117,552228.8240901962,886.78,77045292.85,177357.6
202012,Visa_mfinanciacion_limite,333584.0073956051,516018.2985704862,505.56,77770827.33,177357.6
202012,mtransferencias_recibidas,116399.26518320215,1061029.6039413912,0.0,230212907.19,32844.0
202012,minversion2,38437.40385628304,1123789.4129293375,0.0,271423276.73,0.0
202012,mcuentas_saldo,200861.81906501364,1063062.7109842983,-2610221.81,131619393.31,41926.59
202012,mcaja_ahorro_dolares,92191.47560917285,750490.9208527189,-9870.2,130556366.81,15.78
202012,mplazo_fijo_dolares,85201.28223066269,578345.3494536303,0.0,57837800.41,0.0
202012,Master_mlimitecompra,372757.2737446278,530464.018004727,985.32,8290975.14,197064.0
202012,Visa_mlimitecompra,369060.65949106676,474991.6534555795,1011.71,11733753.6,197064.0
202012,minversion1_pesos,16210.76627024106,527807.6263937262,0.0,133906960.71,0.0
202101,Master_mfinanciacion_limite,346007.3903496962,916302.2684041656,738.99,203748005.49,177357.6
202101,Visa_mfinanciacion_limite,342662.60956272675,927140.2113616492,0.0,203748005.49,177357.6
202101,mtransferencias_recibidas,92499.98865075188,1166104.3594862514,0.0,304930965.73,17553.94
202101,minversion2,38095.587332953626,1122249.7903891236,0.0,263797425.84,0.0
202101,mcuentas_saldo,200890.21435332793,1119008.1310597518,-2610221.81,136197688.55,36231.27
202101,mcaja_ahorro_dolares,102898.85821676871,854426.8751885772,-10240.09,135450164.41,14.33
202101,mplazo_fijo_dolares,91634.0428309199,605447.9455902814,0.0,58650000.0,0.0
202101,Master_mlimitecompra,379747.78827375034,546481.1021392188,985.32,8591990.4,197064.0
202101,Visa_mlimitecompra,375678.87725633,488114.8827856374,1011.71,12165886.8,197064.0
202101,minversion1_pesos,18733.793624223814,563348.6118133982,0.0,136067999.97,0.0
202102,Master_mfinanciacion_limite,353947.5582226726,735068.210041738,0.0,89947191.87,177357.6
202102,Visa_mfinanciacion_limite,349889.0732336601,694589.5990167593,0.0,75406981.93,177357.6
202102,mtransferencias_recibidas,105630.79860102988,1051341.266579476,0.0,214276355.78,26979.0
202102,minversion2,37302.77012827233,1085922.7932467903,0.0,252574446.32,0.0
202102,mcuentas_saldo,200047.05727038946,1092398.4376569095,-2610221.81,139992084.35,33539.02
202102,mcaja_ahorro_dolares,105754.03838383028,873099.9739800111,-21005.5,139371612.5,10.53
202102,mplazo_fijo_dolares,97669.43021806296,659257.657522334,0.0,60255779.87,0.0
202102,Master_mlimitecompra,387523.7829171419,562932.8568182879,985.32,8896454.28,197064.0
202102,Visa_mlimitecompra,382836.2120099328,502216.86632671737,1011.71,12633210.0,197064.0
202102,minversion1_pesos,19212.80397576393,464093.0559748244,0.0,108904971.44,0.0
202103,Master_mfinanciacion_limite,357891.4185664293,801520.0103488989,0.0,120574175.38,177357.6
202103,Visa_mfinanciacion_limite,355187.8959447714,853653.7448682913,0.0,120574175.38,177357.6
202103,mtransferencias_recibidas,133768.79292626402,1523078.4935903377,0.0,312460278.16,36019.29
202103,minversion2,36036.81872140716,1091667.9489425696,0.0,251936300.05,0.0
202103,mcuentas_saldo,209127.28898846786,1184153.9245280297,-2610221.81,143355449.65,34617.63
202103,mcaja_ahorro_dolares,108057.30641062112,892342.6235296914,-19205.91,142724206.71,8.63
202103,mplazo_fijo_dolares,101231.42270837293,663353.3612279862,0.0,62734575.73,0.0
202103,Master_mlimitecompra,391345.06638193084,570503.5006410249,985.32,9063466.02,197064.0
202103,Visa_mlimitecompra,386911.29141162004,509205.5680769246,1011.71,12917545.2,197064.0
202103,minversion1_pesos,22310.654533287558,689710.5848321116,0.0,180376921.74,0.0
202104,Master_mfinanciacion_limite,2099122.0780871715,13313375.012565795,0.0,440632288.8,177357.6
202104,Visa_mfinanciacion_limite,361147.0229419936,1460690.4900535382,0.0,440632288.8,177357.6
202104,mtransferencias_recibidas,130279.11576723495,1791554.1138562113,0.0,344060257.16,30343.745000000003
202104,minversion2,37371.12897024808,965607.2447544764,0.0,118010692.7,0.0
202104,mcuentas_saldo,212826.87434627762,1443789.0791978326,-2610221.81,350844551.99,32929.03
202104,mcaja_ahorro_dolares,112213.57758557807,1130242.8010465442,-19533.72,269191429.36,6.58
202104,mplazo_fijo_dolares,107517.43072831634,686914.0592351069,0.0,65278159.34,0.0
202104,Master_mlimitecompra,383661.6462249114,564125.220223616,985.32,9212742.0,197064.0
202104,Visa_mlimitecompra,390491.21392572345,514751.7104077756,1011.71,13100533.2,197064.0
202104,minversion1_pesos,21619.03269737728,520609.6517686164,0.0,116590500.41,0.0
202105,Master_mfinanciacion_limite,352154.51873366296,1138345.3440806237,0.0,357969808.23,177357.6
202105,Visa_mfinanciacion_limite,359398.6624918536,1100660.3003196036,0.0,356871625.18,177357.6
202105,mtransferencias_recibidas,122961.16633497439,2393555.514918297,0.0,859687988.74,29816.7
202105,minversion2,39554.157501601425,1026153.5783254891,0.0,112774032.53,0.0
202105,mcuentas_saldo,215902.42182189767,1464948.0548138258,-3186583.03,354814297.6,32183.94
202105,mcaja_ahorro_dolares,113944.4742748464,1260602.2484208134,-19769.65,354482706.61,5.54
202105,mplazo_fijo_dolares,112025.00659321484,724539.1111543663,0.0,65372431.77,0.0
202105,Master_mlimitecompra,385553.83539707406,566571.1335623938,985.32,9314229.96,197064.0
202105,Visa_mlimitecompra,393637.44601208495,518284.6552010018,1011.71,13265222.4,197064.0
202105,minversion1_pesos,23982.691144725683,556271.8625208426,0.0,124165184.17,0.0
202106,Master_mfinanciacion_limite,358058.3376424231,1000834.8936861937,0.0,197646283.47,177357.6
202106,Visa_mfinanciacion_limite,367006.63733980595,1171385.9541554884,0.0,243037659.63,202694.4
202106,mtransferencias_recibidas,153001.47534942458,1608305.8931598128,0.0,453755777.1,41758.8
202106,minversion2,39624.03973453105,1011543.9091868104,0.0,101022091.83,0.0
202106,mcuentas_saldo,242641.73001801438,1481128.3680850368,-5396528.25,358631855.38,48424.45
202106,mcaja_ahorro_dolares,115726.24392671305,1276545.994327576,-19987.15,358385406.49,5.61
202106,mplazo_fijo_dolares,117384.20823592777,736407.3127076337,0.0,70383680.39,0.0
202106,Master_mlimitecompra,389022.9438659881,571548.2148084304,985.32,9435424.32,197064.0
202106,Visa_mlimitecompra,397463.450307972,530768.2848138809,1011.71,35045861.76,225216.0
202106,minversion1_pesos,26015.104675588664,575000.147712774,0.0,127553215.77,0.0
202107,Master_mfinanciacion_limite,356681.03471216577,703321.7946337429,0.0,86090960.05,177357.6
202107,Visa_mfinanciacion_limite,364674.08679674345,720955.3259035774,0.0,103309129.39,202694.4
202107,mtransferencias_recibidas,153095.21023548566,2265901.8613903,0.0,783605040.59,45758.73
202107,minversion2,42567.76490090889,1079305.9645506497,0.0,112708885.1,0.0
202107,mcuentas_saldo,244444.3104053561,1225508.1810233777,-6620905.12,150424942.42,48922.655
